payment_mode,product_category,seller_tier,delivery_zone,time_slot,order_value,delivery_attempts,customer_rating,days_to_deliver,address_quality_score,is_repeat_customer,holiday_season,seller_rating,pincode_density,rto
Card,Home,Bronze,Metro,Evening,2911.19,1,1,1,0.75,1,1,2.9,High,0
COD,Home,Silver,Tier2,Afternoon,709.46,1,2,3,0.55,1,1,4.7,Low,0
Prepaid,Electronics,Gold,Tier1,Morning,968.6,2,2,4,0.72,0,0,4.1,High,0
COD,Beauty,Silver,Metro,Afternoon,640.1,1,4,3,0.55,0,0,4.2,High,1
Prepaid,Fashion,Silver,Metro,Morning,3449.37,2,4,5,0.36,1,0,2.9,Medium,0
COD,Beauty,Silver,Tier1,Afternoon,870.07,1,3,6,0.47,0,1,4.1,High,1
COD,Fashion,Silver,Tier2,Afternoon,3576.4,2,5,5,0.68,0,1,4.6,Low,1
COD,Fashion,Silver,Metro,Morning,682.82,1,4,3,0.27,0,0,3.6,Medium,0
COD,Beauty,Bronze,Tier2,Evening,2854.8,1,5,2,0.22,1,0,2.6,High,0
Card,Sports,Bronze,Tier1,Evening,1543.16,2,3,7,0.2,1,0,3.8,Medium,0
COD,Books,Silver,Tier1,Afternoon,2852.77,1,4,4,0.29,0,0,4.4,High,0
COD,Beauty,Gold,Tier2,Afternoon,1964.85,1,5,6,0.31,1,0,3.6,Medium,1
COD,Sports,Silver,Tier1,Evening,873.7,2,3,5,0.74,1,0,3.4,Low,1
COD,Fashion,Gold,Tier2,Morning,985.49,1,5,5,0.52,1,0,4.5,Low,0
Prepaid,Sports,Silver,Tier1,Morning,1991.95,1,5,3,0.24,1,0,3.1,High,0
Card,Sports,Bronze,Rural,Afternoon,2554.05,1,4,6,0.35,1,0,2.6,Medium,1
COD,Toys,Silver,Tier1,Morning,1395.72,1,5,4,0.61,1,1,4.8,High,1
UPI,Home,Gold,Tier1,Afternoon,2698.43,1,4,4,0.7,0,0,3.8,High,0
Prepaid,Home,Silver,Metro,Morning,1889.27,1,4,5,0.99,1,0,3.0,High,0
COD,Electronics,Gold,Metro,Afternoon,796.13,1,1,3,0.62,1,0,4.9,Medium,0
Prepaid,Home,Gold,Tier2,Morning,1359.48,2,5,3,0.3,0,0,4.9,High,0
Prepaid,Books,Silver,Metro,Afternoon,1799.88,1,1,2,0.72,0,0,4.6,Low,0
Prepaid,Fashion,Silver,Rural,Evening,1170.14,1,3,4,0.69,0,0,4.1,Low,0
UPI,Beauty,Silver,Metro,Evening,1382.02,1,4,5,0.47,1,0,4.2,Medium,0
COD,Beauty,Gold,Tier1,Evening,1266.52,2,4,3,0.73,1,1,4.4,High,0
Card,Books,Bronze,Tier2,Evening,1064.67,1,4,7,0.94,0,0,2.5,Medium,0
UPI,Home,Silver,Rural,Afternoon,1347.47,3,4,9,0.22,1,0,3.6,High,0
Prepaid,Fashion,Bronze,Metro,Morning,1185.95,1,3,2,0.37,1,0,3.5,Low,1
Prepaid,Home,Gold,Rural,Afternoon,2188.48,1,3,4,0.29,0,0,3.8,Low,0
COD,Sports,Bronze,Rural,Afternoon,1631.4,1,3,3,0.76,1,1,3.2,Low,1
Card,Electronics,Silver,Rural,Afternoon,1604.15,3,3,4,0.73,1,0,3.0,High,1
Prepaid,Home,Silver,Rural,Morning,667.19,1,4,4,0.27,1,0,2.7,High,0
COD,Electronics,Silver,Rural,Afternoon,1273.22,1,5,4,0.31,0,0,3.0,Medium,0
COD,Beauty,Silver,Tier2,Evening,1096.59,2,3,4,0.88,0,0,4.2,High,0
Prepaid,Fashion,Silver,Tier2,Evening,2271.79,1,3,4,0.67,0,0,3.7,High,0
COD,Toys,Gold,Tier1,Afternoon,1133.5,1,4,2,0.61,0,0,4.8,Medium,1
COD,Sports,Bronze,Tier1,Evening,1085.9,2,5,4,0.62,0,0,3.0,Medium,0
Prepaid,Electronics,Gold,Tier2,Evening,1029.45,1,3,9,0.33,1,0,3.5,Medium,0
COD,Home,Silver,Rural,Morning,2513.97,1,5,4,0.52,1,1,3.2,High,1
COD,Sports,Silver,Metro,Afternoon,1595.57,3,4,4,0.67,0,0,2.8,Medium,0
COD,Home,Silver,Tier2,Afternoon,831.02,1,4,5,0.59,1,0,2.7,Medium,1
COD,Sports,Bronze,Metro,Evening,1934.45,1,1,7,0.54,0,1,4.3,High,0
Prepaid,Beauty,Bronze,Tier1,Afternoon,2402.15,1,4,5,0.43,1,0,5.0,Medium,0
Prepaid,Books,Gold,Metro,Afternoon,1751.73,1,3,4,0.5,1,1,3.7,Medium,0
COD,Sports,Silver,Tier1,Evening,1342.09,1,2,4,0.74,1,0,2.5,Low,0
COD,Toys,Bronze,Rural,Evening,417.5,3,3,4,0.98,1,0,4.7,Medium,0
Prepaid,Books,Silver,Tier1,Afternoon,1990.62,2,4,2,0.92,0,0,2.8,High,0
COD,Home,Silver,Tier2,Morning,571.03,2,4,4,0.84,1,0,2.8,Medium,0
COD,Books,Bronze,Metro,Evening,1160.31,1,4,3,0.77,1,0,2.7,High,0
COD,Sports,Silver,Rural,Afternoon,1210.69,2,2,5,0.55,1,1,2.7,High,0
UPI,Toys,Gold,Tier2,Evening,1032.47,1,5,5,0.52,1,0,4.3,Medium,1
UPI,Toys,Bronze,Tier1,Afternoon,1070.68,1,4,4,0.73,0,0,3.1,High,0
UPI,Fashion,Bronze,Tier1,Afternoon,2326.79,3,4,3,0.35,1,0,3.2,High,1
Prepaid,Books,Bronze,Tier1,Morning,981.68,2,1,6,0.94,1,0,3.6,High,1
Prepaid,Fashion,Silver,Tier1,Evening,3925.49,3,5,3,0.29,0,0,3.2,High,0
Prepaid,Home,Bronze,Metro,Morning,3393.59,1,4,3,0.29,0,0,3.2,Medium,0
Prepaid,Home,Bronze,Rural,Evening,2843.02,1,3,2,0.35,0,0,3.1,High,0
COD,Home,Bronze,Tier2,Morning,1394.6,3,5,5,0.26,1,0,3.9,Low,1
Prepaid,Beauty,Silver,Metro,Evening,2057.97,2,5,4,0.24,1,0,3.4,Medium,0
UPI,Books,Bronze,Rural,Morning,611.76,1,3,2,0.32,1,0,4.3,Low,0
Prepaid,Electronics,Bronze,Metro,Morning,3675.91,2,3,4,0.46,1,0,3.5,Medium,1
COD,Toys,Gold,Tier1,Evening,634.63,1,4,6,0.65,0,0,3.4,High,1
COD,Electronics,Silver,Tier2,Morning,1227.6,2,5,4,0.63,1,0,4.7,High,0
Prepaid,Home,Bronze,Metro,Morning,1454.72,1,5,6,0.26,1,0,3.3,High,0
Prepaid,Sports,Bronze,Metro,Evening,1912.58,3,1,8,0.76,0,1,4.6,Medium,0
UPI,Sports,Bronze,Metro,Evening,1833.39,1,5,3,0.43,0,0,4.5,Medium,0
COD,Books,Gold,Tier2,Afternoon,1788.56,3,4,4,0.53,0,0,4.3,Low,1
UPI,Sports,Silver,Rural,Evening,2413.72,2,1,7,0.49,0,1,3.3,Low,1
Prepaid,Fashion,Silver,Tier2,Afternoon,844.84,3,4,5,0.6,1,0,3.8,High,0
UPI,Electronics,Bronze,Tier2,Morning,1959.36,2,3,4,0.23,0,1,2.6,Medium,1
Prepaid,Sports,Gold,Tier1,Evening,3507.51,2,2,4,0.35,1,0,2.6,Medium,0
Prepaid,Home,Bronze,Tier1,Afternoon,1449.55,1,4,5,0.32,1,1,2.9,High,0
Prepaid,Electronics,Silver,Tier2,Evening,3654.25,1,5,3,0.84,0,0,3.7,Medium,1
Prepaid,Electronics,Bronze,Tier1,Afternoon,825.8,1,5,2,0.64,1,0,4.6,High,0
Card,Toys,Silver,Metro,Afternoon,4477.16,1,4,3,0.81,1,0,4.1,Low,0
COD,Electronics,Bronze,Metro,Evening,838.4,1,3,5,0.77,0,0,3.6,High,0
COD,Home,Bronze,Rural,Morning,650.41,1,2,2,0.41,1,0,3.6,Medium,0
Card,Toys,Bronze,Metro,Morning,2092.38,1,4,3,0.61,1,0,5.0,High,0
Prepaid,Home,Gold,Rural,Afternoon,1863.26,2,4,6,0.32,1,0,3.5,Medium,0
Prepaid,Beauty,Gold,Metro,Afternoon,1242.34,1,4,7,0.82,1,0,3.3,Low,0
Prepaid,Sports,Bronze,Tier2,Morning,3140.74,3,5,8,0.36,0,0,3.5,High,0
COD,Beauty,Silver,Tier1,Evening,268.31,1,4,5,0.99,0,0,4.9,Medium,0
UPI,Sports,Bronze,Rural,Evening,6638.18,1,1,3,0.98,1,1,2.7,Low,1
Prepaid,Beauty,Bronze,Tier1,Morning,1097.78,1,5,5,0.33,0,0,4.1,Low,0
COD,Electronics,Bronze,Metro,Morning,733.89,1,2,3,0.21,1,0,4.7,Low,1
COD,Books,Silver,Metro,Morning,1065.69,1,5,3,0.29,1,0,3.8,Medium,1
UPI,Home,Bronze,Tier1,Afternoon,1260.57,1,4,7,0.53,1,0,3.4,Medium,1
COD,Beauty,Gold,Rural,Morning,2956.04,1,5,1,0.82,1,1,3.4,Low,1
UPI,Books,Silver,Tier2,Morning,3387.55,2,2,4,0.88,0,0,2.7,Medium,1
COD,Beauty,Gold,Tier2,Morning,520.64,2,5,2,0.59,1,0,3.8,Low,0
Prepaid,Sports,Bronze,Metro,Morning,627.64,2,2,3,0.9,1,1,4.6,High,0
Card,Beauty,Bronze,Tier2,Evening,974.47,1,5,4,0.91,0,0,4.4,High,0
Prepaid,Books,Silver,Rural,Evening,670.44,1,4,2,0.68,1,0,3.4,High,0
COD,Beauty,Silver,Tier2,Morning,2553.24,2,5,1,0.47,1,0,4.7,Medium,0
Prepaid,Electronics,Bronze,Metro,Afternoon,1508.34,1,3,4,0.8,1,1,2.9,Medium,0
COD,Electronics,Bronze,Tier2,Afternoon,1525.15,1,4,4,0.74,0,0,4.6,High,0
COD,Toys,Bronze,Tier2,Evening,1640.57,3,5,6,0.57,1,0,4.7,High,1
Card,Electronics,Bronze,Tier1,Afternoon,4285.36,2,4,3,0.82,1,1,4.5,High,0
UPI,Fashion,Bronze,Metro,Afternoon,955.73,2,5,3,0.85,0,1,4.9,High,0
Prepaid,Toys,Silver,Metro,Evening,1526.11,1,4,1,0.72,0,1,4.8,Medium,0
COD,Beauty,Silver,Rural,Morning,1013.93,1,3,5,0.21,0,0,2.5,Low,1
COD,Fashion,Silver,Metro,Morning,476.3,1,5,5,0.57,1,0,3.8,High,0
COD,Home,Bronze,Tier1,Evening,842.34,1,3,1,0.55,0,1,2.9,High,1
Prepaid,Books,Silver,Tier2,Morning,2474.67,2,5,1,0.92,1,0,4.8,Medium,1
UPI,Home,Bronze,Tier2,Morning,864.78,2,4,6,0.61,0,1,3.8,Medium,1
Prepaid,Fashion,Gold,Rural,Evening,1701.93,1,2,3,0.5,0,1,3.7,Medium,1
UPI,Electronics,Bronze,Metro,Evening,1968.78,2,4,4,0.45,1,0,4.1,High,0
COD,Sports,Bronze,Tier2,Evening,468.29,1,4,5,0.68,0,1,2.9,High,1
COD,Beauty,Silver,Metro,Afternoon,1502.29,1,3,5,0.26,0,0,4.0,Low,1
COD,Toys,Silver,Metro,Evening,647.17,2,2,4,0.9,1,0,3.4,Low,0
COD,Sports,Gold,Metro,Evening,1410.3,1,4,3,0.7,0,0,3.9,Low,0
COD,Sports,Bronze,Tier2,Evening,673.13,2,2,5,0.39,0,0,4.8,Low,1
Card,Beauty,Bronze,Tier2,Evening,1093.9,1,5,4,0.43,1,1,5.0,High,1
COD,Electronics,Silver,Tier1,Morning,1831.09,2,5,3,0.92,0,0,2.8,High,1
Card,Beauty,Gold,Metro,Evening,1120.89,1,2,5,0.23,0,0,3.6,Medium,1
COD,Books,Silver,Tier2,Evening,664.53,1,4,3,0.44,0,1,3.0,High,0
Card,Sports,Silver,Metro,Afternoon,1504.25,3,5,4,0.44,1,1,4.4,High,0
Prepaid,Books,Silver,Metro,Afternoon,1598.05,2,1,3,0.8,1,1,2.9,Medium,1
Card,Books,Silver,Tier1,Morning,1981.25,2,4,4,0.36,0,0,3.3,High,0
COD,Home,Silver,Tier1,Evening,529.66,1,4,4,0.25,0,0,4.0,Low,0
Prepaid,Electronics,Silver,Tier1,Evening,4554.44,1,4,4,0.51,1,0,3.4,Medium,0
Card,Books,Bronze,Tier2,Evening,1900.77,1,4,4,0.78,0,1,3.6,High,1
COD,Fashion,Bronze,Metro,Afternoon,977.14,1,3,3,0.25,0,0,2.6,High,0
COD,Books,Silver,Rural,Morning,1333.74,3,3,2,0.34,0,0,3.7,High,0
COD,Toys,Bronze,Tier2,Afternoon,819.59,2,5,2,0.71,1,0,3.8,Low,1
Card,Home,Gold,Metro,Evening,1116.41,2,4,4,0.77,1,0,4.5,Medium,0
Prepaid,Fashion,Silver,Tier2,Afternoon,604.84,2,4,4,0.2,1,0,3.5,Low,1
Prepaid,Sports,Bronze,Tier1,Evening,2174.24,1,4,5,0.95,1,0,3.2,Medium,0
COD,Electronics,Gold,Tier2,Evening,556.26,1,5,3,0.5,1,0,4.9,Medium,0
COD,Electronics,Silver,Tier2,Evening,2784.21,1,3,5,0.49,1,0,3.5,High,0
UPI,Toys,Gold,Rural,Morning,1618.27,2,4,5,0.87,0,0,2.8,High,0
COD,Sports,Silver,Rural,Afternoon,885.68,1,2,3,0.29,0,0,4.6,Medium,0
Prepaid,Books,Bronze,Tier1,Evening,2654.47,3,4,9,0.39,0,0,2.8,Medium,1
Card,Fashion,Gold,Tier2,Evening,1892.97,1,4,3,0.88,0,0,3.7,Low,0
COD,Toys,Gold,Metro,Morning,1621.43,1,5,4,0.65,0,0,4.7,Low,0
Prepaid,Fashion,Bronze,Rural,Morning,2021.8,3,5,6,0.69,1,1,4.5,Low,1
COD,Books,Silver,Metro,Evening,327.15,1,2,3,0.44,0,0,4.2,High,0
Prepaid,Sports,Silver,Tier2,Evening,1955.23,2,1,2,0.63,0,0,3.9,High,0
COD,Books,Bronze,Metro,Evening,2466.1,1,5,4,0.87,1,0,4.6,Low,0
Prepaid,Beauty,Silver,Metro,Evening,1883.25,1,4,5,0.99,1,0,2.6,Medium,0
COD,Beauty,Bronze,Metro,Morning,1321.37,2,4,2,0.51,0,0,4.9,Medium,0
Prepaid,Books,Bronze,Metro,Afternoon,4148.04,1,4,2,0.33,0,0,2.5,Low,1
Prepaid,Home,Silver,Metro,Morning,1846.14,2,4,2,0.49,1,1,3.8,Medium,0
COD,Toys,Silver,Tier1,Morning,1504.09,3,3,5,0.48,1,0,3.1,Low,1
Prepaid,Beauty,Silver,Tier1,Afternoon,3101.17,2,4,8,0.48,0,0,4.7,High,0
COD,Books,Bronze,Tier1,Evening,1838.29,1,1,7,0.4,1,1,4.8,Medium,0
Prepaid,Fashion,Silver,Tier1,Evening,2355.53,3,4,6,0.64,0,1,3.1,Medium,1
COD,Toys,Bronze,Tier1,Afternoon,1508.68,3,1,4,0.98,1,0,4.9,Low,1
Prepaid,Sports,Bronze,Rural,Morning,737.38,2,4,4,0.24,1,0,4.3,High,0
COD,Beauty,Bronze,Tier2,Evening,1219.49,1,5,10,0.66,0,1,4.7,High,1
COD,Sports,Bronze,Metro,Afternoon,1308.48,1,3,6,0.96,1,0,4.2,Medium,0
COD,Home,Bronze,Metro,Afternoon,454.29,2,3,2,0.54,0,0,5.0,High,1
Prepaid,Toys,Bronze,Tier1,Afternoon,1207.67,1,4,1,0.64,1,0,3.2,Low,0
COD,Toys,Gold,Rural,Evening,556.79,3,4,4,0.29,1,1,2.7,Medium,1
UPI,Electronics,Bronze,Metro,Afternoon,5903.52,2,5,1,0.68,1,0,4.3,Medium,0
UPI,Fashion,Bronze,Tier2,Morning,545.51,1,2,5,0.51,0,0,3.9,Medium,0
COD,Home,Silver,Metro,Morning,1932.27,2,4,5,0.78,0,0,4.6,Medium,1
Prepaid,Home,Gold,Tier1,Afternoon,1386.29,1,5,5,0.6,1,1,3.7,High,0
COD,Sports,Silver,Tier2,Afternoon,2339.05,1,4,7,0.29,1,0,4.8,High,0
COD,Home,Gold,Tier1,Afternoon,2517.3,1,3,9,0.33,1,0,3.8,Medium,0
Prepaid,Fashion,Silver,Tier1,Morning,2982.96,3,1,3,0.91,0,1,4.6,Medium,1
Prepaid,Home,Silver,Rural,Evening,2051.75,1,4,2,0.68,0,0,4.5,Medium,1
Prepaid,Electronics,Bronze,Metro,Morning,1156.37,3,4,1,0.26,0,1,3.3,Low,0
COD,Beauty,Silver,Tier1,Afternoon,708.11,2,2,6,0.44,1,0,4.0,Medium,0
COD,Fashion,Bronze,Tier1,Evening,553.61,2,4,3,0.81,0,0,3.3,Low,0
COD,Home,Gold,Rural,Evening,805.79,3,4,1,0.66,1,0,3.9,Low,0
Prepaid,Books,Silver,Tier2,Afternoon,6033.66,3,4,4,0.9,1,0,4.2,Medium,0
Prepaid,Beauty,Silver,Metro,Afternoon,3136.51,1,3,4,0.43,1,0,4.5,Low,0
Prepaid,Sports,Silver,Rural,Morning,1923.49,3,5,6,0.9,0,1,4.1,Low,0
COD,Toys,Bronze,Metro,Morning,784.78,1,2,2,0.54,1,1,4.9,Medium,1
COD,Fashion,Bronze,Metro,Morning,1105.99,1,4,4,0.98,0,0,3.4,High,0
COD,Books,Bronze,Tier1,Afternoon,956.79,2,4,6,0.88,1,0,3.6,Medium,0
COD,Toys,Silver,Tier2,Evening,441.34,3,3,6,0.94,1,0,3.9,Medium,0
COD,Books,Bronze,Tier2,Morning,1072.76,1,3,2,0.87,1,0,4.0,High,0
UPI,Home,Silver,Tier1,Afternoon,2180.39,1,4,6,0.8,0,0,3.8,High,0
UPI,Fashion,Gold,Tier1,Evening,1005.73,2,4,6,0.84,0,1,3.2,Medium,0
Prepaid,Sports,Bronze,Rural,Afternoon,1594.5,2,4,3,0.65,1,1,3.0,Medium,0
Prepaid,Home,Bronze,Tier2,Afternoon,1106.22,1,3,3,0.51,0,0,4.2,Medium,0
COD,Toys,Silver,Tier2,Afternoon,1395.03,2,5,7,0.53,0,0,4.8,High,1
UPI,Sports,Bronze,Metro,Morning,1568.37,1,3,5,0.54,0,0,4.7,Low,1
COD,Electronics,Bronze,Tier2,Afternoon,1697.66,2,4,1,0.6,1,0,4.0,Low,1
Card,Books,Silver,Tier2,Afternoon,1057.6,1,5,6,0.74,1,0,3.1,High,0
Prepaid,Electronics,Silver,Rural,Afternoon,840.91,1,4,9,0.49,0,0,4.9,Low,0
COD,Toys,Bronze,Metro,Morning,656.75,1,3,4,0.75,0,1,3.6,High,1
Card,Home,Bronze,Tier2,Afternoon,1175.83,2,5,5,0.47,1,1,2.7,High,0
COD,Sports,Silver,Rural,Afternoon,1005.74,3,5,5,0.66,1,0,4.2,Medium,1
Prepaid,Sports,Silver,Tier1,Morning,1149.01,1,4,4,0.73,0,1,4.8,Medium,0
Prepaid,Sports,Silver,Tier2,Afternoon,2620.06,1,4,4,0.51,1,0,2.9,Low,0
COD,Beauty,Silver,Rural,Evening,1098.58,2,4,5,0.64,0,0,3.9,Medium,1
COD,Books,Silver,Tier1,Afternoon,682.95,1,3,3,0.21,0,0,4.2,High,0
Prepaid,Beauty,Silver,Tier2,Afternoon,1424.99,2,4,4,0.58,0,0,2.8,High,0
Prepaid,Fashion,Bronze,Metro,Morning,2041.18,1,1,3,0.86,0,0,3.4,High,0
COD,Books,Bronze,Tier1,Morning,360.99,3,4,2,0.44,1,0,4.1,High,1
Card,Electronics,Bronze,Metro,Morning,1262.51,2,4,3,0.41,0,0,4.8,Medium,0
COD,Beauty,Bronze,Metro,Morning,1754.15,2,4,4,0.82,0,1,3.2,High,1
COD,Toys,Bronze,Tier2,Evening,714.04,1,1,7,0.46,1,0,2.6,Medium,0
COD,Fashion,Bronze,Metro,Afternoon,1171.59,1,4,6,0.51,0,1,4.2,High,1
COD,Books,Silver,Rural,Afternoon,1033.24,1,2,7,0.86,1,1,3.5,High,0
COD,Sports,Bronze,Tier1,Evening,1826.43,2,5,3,0.25,1,0,4.8,Low,1
Card,Toys,Gold,Tier2,Morning,1433.44,1,5,6,0.95,0,0,3.1,High,0
COD,Fashion,Silver,Metro,Afternoon,408.36,2,5,3,0.36,1,1,2.7,Low,1
COD,Electronics,Silver,Metro,Evening,3021.48,3,4,8,0.37,1,0,4.2,Medium,0
COD,Sports,Silver,Metro,Afternoon,1015.32,1,4,3,0.82,0,1,4.9,Low,1
Prepaid,Toys,Silver,Metro,Evening,1611.25,1,3,3,0.3,1,0,3.9,Medium,0
UPI,Books,Bronze,Rural,Evening,2069.36,1,3,1,0.31,1,0,3.7,Medium,0
COD,Fashion,Gold,Tier2,Afternoon,1211.63,3,1,7,0.27,1,0,3.1,High,1
COD,Home,Bronze,Rural,Morning,1977.63,3,5,5,0.68,0,0,2.8,Low,1
COD,Books,Silver,Tier2,Morning,1005.22,1,4,3,0.87,0,1,4.6,Medium,1
COD,Books,Bronze,Tier2,Evening,687.15,1,3,2,0.34,0,0,3.3,High,0
COD,Sports,Silver,Tier1,Morning,501.12,1,4,5,0.52,1,0,2.8,Low,0
COD,Books,Silver,Metro,Afternoon,2218.8,2,4,2,0.74,0,1,3.5,Medium,1
COD,Sports,Silver,Tier2,Evening,841.74,2,4,2,0.44,0,0,4.5,Medium,0
Prepaid,Books,Bronze,Metro,Afternoon,3619.31,2,3,4,0.36,1,0,3.7,Medium,0
COD,Home,Gold,Tier1,Afternoon,1661.48,1,3,2,0.92,1,1,3.4,Medium,0
Card,Toys,Silver,Metro,Morning,2362.79,1,2,2,0.76,0,0,3.2,Low,0
Card,Toys,Gold,Tier1,Afternoon,1638.96,1,2,5,0.94,0,1,3.7,Medium,0
Prepaid,Toys,Silver,Metro,Evening,2333.04,2,4,4,0.82,1,0,4.0,High,0
COD,Electronics,Bronze,Metro,Evening,1778.49,1,4,1,0.48,0,0,2.7,Low,0
COD,Home,Gold,Tier1,Afternoon,672.77,1,5,1,0.22,0,0,3.8,High,0
COD,Home,Bronze,Metro,Afternoon,970.69,1,4,8,0.57,0,1,2.7,Medium,1
Prepaid,Fashion,Bronze,Metro,Evening,1973.73,1,3,2,0.49,1,0,3.4,High,0
Prepaid,Beauty,Silver,Tier1,Morning,2212.19,1,2,4,0.6,1,0,3.7,Medium,1
UPI,Toys,Silver,Tier1,Morning,1933.77,1,3,4,0.21,0,1,3.6,High,0
Card,Beauty,Silver,Rural,Morning,1977.15,3,5,4,0.63,0,1,2.7,High,0
COD,Fashion,Silver,Tier2,Afternoon,901.46,1,5,7,0.53,1,0,3.3,High,0
Prepaid,Home,Gold,Rural,Afternoon,1413.72,1,4,5,0.74,0,0,3.4,Low,1
COD,Fashion,Silver,Metro,Evening,502.51,2,5,5,0.42,1,0,3.7,Medium,0
COD,Books,Silver,Tier1,Evening,3146.2,3,3,4,0.86,1,0,4.4,High,0
COD,Fashion,Bronze,Tier2,Evening,433.02,3,4,4,0.94,1,0,2.6,High,1
COD,Fashion,Bronze,Metro,Evening,554.84,1,1,2,0.33,1,0,3.8,High,1
UPI,Sports,Bronze,Metro,Morning,766.6,1,5,2,0.72,0,0,4.3,Medium,0
COD,Books,Silver,Tier2,Afternoon,667.79,1,2,6,0.71,1,0,3.3,Medium,0
Prepaid,Sports,Silver,Tier2,Afternoon,1099.34,1,5,4,0.47,1,0,3.4,High,0
Prepaid,Beauty,Silver,Metro,Morning,1615.21,2,4,2,0.29,1,1,3.9,High,0
Prepaid,Books,Silver,Metro,Evening,2357.25,1,5,2,0.73,0,0,5.0,Medium,0
COD,Electronics,Silver,Tier2,Evening,3808.12,2,4,7,0.56,1,0,2.6,Medium,0
UPI,Fashion,Bronze,Metro,Afternoon,2454.67,1,4,3,0.35,1,0,3.8,Medium,0
Prepaid,Fashion,Silver,Rural,Evening,1321.45,1,4,4,0.25,1,1,3.4,High,0
COD,Sports,Silver,Rural,Afternoon,1688.97,2,5,6,0.96,1,0,4.3,Medium,0
COD,Beauty,Bronze,Rural,Morning,1393.39,1,3,6,0.53,1,0,2.6,High,1
Prepaid,Sports,Bronze,Metro,Afternoon,3553.18,3,5,6,0.8,0,0,3.4,High,0
UPI,Home,Silver,Metro,Morning,1469.53,1,5,7,0.31,0,0,2.5,High,0
Prepaid,Books,Silver,Rural,Evening,1281.52,1,3,3,0.7,1,0,3.8,Low,1
UPI,Home,Bronze,Tier1,Afternoon,2080.75,1,5,4,0.22,0,0,2.7,High,0
Prepaid,Electronics,Gold,Tier1,Evening,952.54,2,3,5,0.54,0,1,4.6,Medium,0
COD,Books,Silver,Metro,Evening,928.53,2,5,7,0.4,1,0,4.7,High,0
COD,Electronics,Bronze,Metro,Evening,2919.1,3,2,4,0.47,1,0,4.4,Medium,1
COD,Electronics,Bronze,Tier2,Afternoon,1152.92,2,4,5,0.7,1,1,2.7,Medium,0
Prepaid,Electronics,Gold,Rural,Evening,1551.55,1,5,8,0.48,1,0,3.2,High,0
UPI,Toys,Silver,Tier2,Afternoon,3543.63,2,1,8,0.4,0,0,2.5,High,0
COD,Books,Silver,Tier2,Evening,602.43,2,3,5,0.77,0,0,4.4,High,1
Prepaid,Books,Silver,Metro,Morning,6768.63,2,3,4,0.63,1,1,4.6,Medium,0
COD,Toys,Silver,Tier1,Afternoon,882.58,1,3,4,0.7,0,1,3.9,Low,0
COD,Beauty,Bronze,Metro,Morning,703.28,1,3,7,0.51,1,1,4.7,Low,0
COD,Toys,Silver,Metro,Morning,2383.23,1,4,5,0.4,1,0,2.6,Medium,0
COD,Fashion,Silver,Metro,Afternoon,2048.97,2,5,3,0.4,1,1,3.9,Medium,0
COD,Home,Silver,Tier2,Afternoon,603.23,2,5,3,0.99,1,0,4.4,Medium,0
COD,Home,Gold,Metro,Afternoon,892.45,2,4,3,0.73,1,0,4.6,Low,1
COD,Electronics,Silver,Rural,Evening,414.07,2,3,4,0.28,1,0,2.7,High,0
COD,Books,Silver,Rural,Evening,816.25,3,3,5,0.71,1,0,3.4,Low,1
Prepaid,Books,Bronze,Metro,Morning,1988.69,2,4,2,0.28,0,0,2.7,Low,0
COD,Electronics,Silver,Tier1,Afternoon,995.77,1,2,5,0.44,1,0,4.0,High,0
Card,Fashion,Silver,Tier2,Morning,1600.79,2,4,4,0.88,1,0,3.3,Low,1
COD,Home,Silver,Rural,Evening,378.47,1,4,3,0.93,1,0,4.8,Medium,1
COD,Toys,Silver,Rural,Morning,787.94,1,2,8,0.89,1,0,3.2,Medium,0
COD,Beauty,Gold,Metro,Morning,2334.11,1,4,4,0.64,0,1,3.8,High,0
COD,Sports,Bronze,Metro,Afternoon,748.98,1,3,4,0.56,0,1,2.9,Low,1
UPI,Fashion,Bronze,Metro,Afternoon,1993.74,1,2,4,0.4,0,0,3.4,High,0
COD,Books,Gold,Tier1,Morning,663.41,1,2,4,0.84,1,1,4.9,High,1
Card,Sports,Bronze,Tier1,Evening,1807.12,1,3,1,0.7,1,1,4.5,Low,0
UPI,Electronics,Silver,Tier2,Morning,1164.35,2,4,1,0.62,1,0,2.8,Low,1
Prepaid,Home,Silver,Metro,Evening,1504.81,2,4,4,0.41,0,0,4.4,Low,0
Prepaid,Sports,Bronze,Rural,Morning,2916.89,1,3,5,0.45,1,0,3.4,Low,0
Prepaid,Electronics,Silver,Metro,Morning,1452.06,1,4,4,0.4,0,0,3.2,Low,0
COD,Books,Gold,Tier1,Afternoon,2115.04,1,3,7,0.71,0,0,4.7,High,0
Prepaid,Electronics,Silver,Tier1,Morning,1945.82,2,4,5,0.69,0,1,3.5,Medium,1
COD,Toys,Gold,Metro,Evening,671.08,3,3,1,0.34,0,0,4.9,Medium,1
COD,Sports,Gold,Tier2,Morning,1368.48,1,1,4,0.47,1,0,2.6,Medium,1
Prepaid,Sports,Silver,Tier1,Morning,1939.41,2,3,4,0.21,1,0,3.4,Medium,0
Prepaid,Home,Silver,Rural,Evening,4253.17,1,2,1,0.34,1,0,4.3,Medium,0
UPI,Electronics,Bronze,Rural,Morning,1522.19,1,5,2,0.62,1,0,2.8,Medium,0
